COD_ORGAO_ORIGEM,NUM_LEGISLATURA_APRESEN,NUM_LEGISLATURA_LEI,NOM_PARTIDO_POLITICO,DAT_VETO_TOTAL,NOM_UF,DES_TIPO_PROPOSICAO,DES_COMPLETA,COD_TIPO_NORMA_JURIDICA_ORIGEM,SIG_UF,DAT_FIM_LEGISLATURA_LEI,COD_PROPOSICAO_ORIGEM,DES_ATIVO_TIPO_PROPOSICAO,NOM_ORGAO,DES_APELIDO_ORGAO,DATAPRESENTACAOPROPOSICAO,DES_TIPO_AUTOR,COD_SEXO,IND_ATIVO_ORGAO,COD_TIPO_PARLAMENTAR,DES_TIPO_NORMA_JURIDICA,DES_TIPO_SESSAO_LEGISLATIVA_APRESEN,DATTRANSFPROPOSICAOLEI,DAT_FINAL_RECESSO_LEI,AREAS_TEMATICAS_APRESENTACAO,DES_TIPO_SESSAO_LEGISLATIVA_LEI,DAT_INICIAL_RECESSO_APRESEN,ANO_PROPOSICAO,TEX_REGIAO_GEOGRAFICA_AUTOR,DAT_INICIO_LEGISLATURA_LEI,NUM_SESSAO_LEGISLATIVA_APRESEN,DAT_INICIAL_RECESSO_LEI,DAT_FIM_SESSAO_LEGISLATIVA_APRESEN,SIG_NORMA_JURIDICA,DAT_INICIO_SESSAO_LEGISLATIVA_LEI,DES_TIPO_PARLAMENTAR,NOM_PROPOSICAO,DES_ATIVO_ORGAO,COD_PARTIDO_POLITICO,NOM_CIVIL_PARLAMENTAR,SIG_TIPO_PROPOSICAO,COD_TIPO_SESSAO_LEGISLATIVA_APRESEN,DAT_INICIO_SESSAO_LEGISLATIVA_APRESEN,COD_PARLAMENTAR_ORIGEM,DAT_FIM_SESSAO_LEGISLATIVA_LEI,DES_SITUACAO_PROPOSICAO,COD_TIPO_AUTOR_ORIGEM,NUM_SESSAO_LEGISLATIVA_LEI,DAT_FIM_LEGISLATURA_APRESEN,SIG_PARTIDO_POLITICO,IND_ATIVO_TIPO_PROPOSICAO,DAT_INICIO_LEGISLATURA_APRESEN,NUM_PROPOSICAO,COD_TIPO_SESSAO_LEGISLATIVA_LEI,NOM_PARLAMENTAR,DAT_FINAL_RECESSO_APRESEN
-1,55,-1,PARTIDO DA REPÚBLICA,,MINAS GERAIS,PROJETO DE LEI COMPLEMENTAR,PROJETO DE LEI COMPLEMENTAR (ART. 61 CF),-1,MG,,945891,ATIVADO,N/A,N/A,04-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SISTEMA FINANCEIRO,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PLP 9/2015,N/A,168,OLAVO BILAC PINTO NETO,PLP,1,02-02-2015,5310796,,N/A,TipoParlamentar_10000,-1,31-01-2019,PR,1,01-02-2015,9,-1,BILAC PINTO,
-1,55,-1,SOLIDARIEDADE,,GOIÁS,PROJETO DE LEI COMPLEMENTAR,PROJETO DE LEI COMPLEMENTAR (ART. 61 CF),-1,GO,,944253,ATIVADO,N/A,N/A,02-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO CIVIL E PROCESSUAL CIVIL,N/A,,2015,CENTRO-OESTE,,1,,22-12-2015,N/A,,DEPUTADO,PLP 1/2015,N/A,224,LUCAS DE CASTRO SANTOS,PLP,1,02-02-2015,5310727,,N/A,TipoParlamentar_10000,-1,31-01-2019,SD,1,01-02-2015,1,-1,LUCAS VERGILIO,
-1,55,-1,PARTIDO COMUNISTA DO BRASIL,,RIO DE JANEIRO,PROJETO DE LEI COMPLEMENTAR,PROJETO DE LEI COMPLEMENTAR (ART. 61 CF),-1,RJ,,946045,ATIVADO,N/A,N/A,05-02-2015,DEPUTADO,F,-1,10000,N/A,Ordinária,,,TRIBUTAÇÃO,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PLP 10/2015,N/A,99,JANDIRA FEGHALI,PLP,1,02-02-2015,5310367,,N/A,TipoParlamentar_10000,-1,31-01-2019,PCDOB,1,01-02-2015,10,-1,JANDIRA FEGHALI,
-1,55,-1,PARTIDO SOCIAL DEMOCRÁTICO,,PARAÍBA,PROJETO DE LEI,PROJETO DE LEI,-1,PB,,946093,ATIVADO,N/A,N/A,06-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"INDÚSTRIA, COMÉRCIO E ABASTECIMENTO",N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 230/2015,N/A,127,RÔMULO JOSÉ DE GOUVEIA,PL,1,02-02-2015,5310776,,N/A,TipoParlamentar_10000,-1,31-01-2019,PSD,1,01-02-2015,230,-1,RÔMULO GOUVEIA,
-1,55,-1,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,,PARAÍBA,PROJETO DE LEI,PROJETO DE LEI,-1,PB,,951095,ATIVADO,N/A,N/A,02-03-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO,N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 517/2015,N/A,111,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,PL,1,02-02-2015,5310710,,N/A,TipoParlamentar_10000,-1,31-01-2019,PMDB,1,01-02-2015,517,-1,VENEZIANO VITAL DO RÊGO,
-1,55,-1,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,,PARAÍBA,PROJETO DE LEI,PROJETO DE LEI,-1,PB,,951094,ATIVADO,N/A,N/A,02-03-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 516/2015,N/A,111,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,PL,1,02-02-2015,5310710,,N/A,TipoParlamentar_10000,-1,31-01-2019,PMDB,1,01-02-2015,516,-1,VENEZIANO VITAL DO RÊGO,
-1,55,-1,PARTIDO DEMOCRÁTICO TRABALHISTA,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,946344,ATIVADO,N/A,N/A,10-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"ORGANIZAÇÃO POLÍTICA, PARTIDÁRIA E ELEITORAL",N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 279/2015,N/A,104,DARCI POMPEO DE MATTOS,PL,1,02-02-2015,5310627,,N/A,TipoParlamentar_10000,-1,31-01-2019,PDT,1,01-02-2015,279,-1,POMPEO DE MATTOS,
-1,55,-1,PARTIDO POPULAR SOCIALISTA,,PARANÁ,PROJETO DE LEI,PROJETO DE LEI,-1,PR,,946189,ATIVADO,N/A,N/A,09-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,ADMINISTRAÇÃO PÚBLICA,N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 263/2015,N/A,118,RUBENS BUENO,PL,1,02-02-2015,5310573,,N/A,TipoParlamentar_10000,-1,31-01-2019,PPS,1,01-02-2015,263,-1,RUBENS BUENO,
-1,55,-1,PARTIDO DEMOCRÁTICO TRABALHISTA,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,946169,ATIVADO,N/A,N/A,09-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 249/2015,N/A,104,DARCI POMPEO DE MATTOS,PL,1,02-02-2015,5310627,,N/A,TipoParlamentar_10000,-1,31-01-2019,PDT,1,01-02-2015,249,-1,POMPEO DE MATTOS,
-1,55,-1,PARTIDO DEMOCRÁTICO TRABALHISTA,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,946168,ATIVADO,N/A,N/A,09-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"HOMENAGENS E DATAS COMEMORATIVAS,VIAÇÃO E TRANSPORTES",N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 248/2015,N/A,104,DARCI POMPEO DE MATTOS,PL,1,02-02-2015,5310627,,N/A,TipoParlamentar_10000,-1,31-01-2019,PDT,1,01-02-2015,248,-1,POMPEO DE MATTOS,
-1,55,-1,DEMOCRATAS,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,946196,ATIVADO,N/A,N/A,09-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO CIVIL E PROCESSUAL CIVIL,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 265/2015,N/A,202,ADRIANO ELI CORRÊA,PL,1,02-02-2015,5310750,,N/A,TipoParlamentar_10000,-1,31-01-2019,DEM,1,01-02-2015,265,-1,ELI CORRÊA FILHO,
-1,55,-1,PARTIDO SOCIAL CRISTÃO,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,946225,ATIVADO,N/A,N/A,09-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO PENAL E PROCESSUAL PENAL,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 272/2015,N/A,126,EDUARDO NANTES BOLSONARO,PL,1,02-02-2015,5310315,,N/A,TipoParlamentar_10000,-1,31-01-2019,PSC,1,01-02-2015,272,-1,EDUARDO BOLSONARO,
-1,55,-1,PARTIDO PROGRESSISTA,,AMAZONAS,PROJETO DE LEI,PROJETO DE LEI,-1,AM,,946385,ATIVADO,N/A,N/A,10-02-2015,DEPUTADO,F,-1,10000,N/A,Ordinária,,,ADMINISTRAÇÃO PÚBLICA,N/A,,2015,NORTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 285/2015,N/A,115,MARIA DA CONCEICAO SAMPAIO MOURA,PL,1,02-02-2015,5310629,,N/A,TipoParlamentar_10000,-1,31-01-2019,PP,1,01-02-2015,285,-1,CONCEIÇÃO SAMPAIO,
-1,55,-1,PARTIDO COMUNISTA DO BRASIL,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,945559,ATIVADO,N/A,N/A,03-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRIBUTAÇÃO,N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 135/2015,N/A,99,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,PL,1,02-02-2015,5310412,,N/A,TipoParlamentar_10000,-1,31-01-2019,PCDOB,1,01-02-2015,135,-1,JOÃO DERLY,
-1,55,-1,PARTIDO COMUNISTA DO BRASIL,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,945555,ATIVADO,N/A,N/A,03-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 131/2015,N/A,99,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,PL,1,02-02-2015,5310412,,N/A,TipoParlamentar_10000,-1,31-01-2019,PCDOB,1,01-02-2015,131,-1,JOÃO DERLY,
-1,55,-1,PARTIDO SOCIAL CRISTÃO,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,946439,ATIVADO,N/A,N/A,10-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SEGURANÇA PÚBLICA,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 298/2015,N/A,126,EDUARDO NANTES BOLSONARO,PL,1,02-02-2015,5310315,,N/A,TipoParlamentar_10000,-1,31-01-2019,PSC,1,01-02-2015,298,-1,EDUARDO BOLSONARO,
-1,55,-1,DEMOCRATAS,,AMAZONAS,PROJETO DE LEI,PROJETO DE LEI,-1,AM,,946459,ATIVADO,N/A,N/A,10-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA,TRABALHO E EMPREGO",N/A,,2015,NORTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 305/2015,N/A,202,PAUDERNEY TOMAZ AVELINO,PL,1,02-02-2015,5310374,,N/A,TipoParlamentar_10000,-1,31-01-2019,DEM,1,01-02-2015,305,-1,PAUDERNEY AVELINO,
-1,55,-1,PARTIDO POPULAR SOCIALISTA,,PARANÁ,PROJETO DE LEI,PROJETO DE LEI,-1,PR,,946475,ATIVADO,N/A,N/A,10-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"ADMINISTRAÇÃO PÚBLICA,MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL",N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 312/2015,N/A,118,RUBENS BUENO,PL,1,02-02-2015,5310573,,N/A,TipoParlamentar_10000,-1,31-01-2019,PPS,1,01-02-2015,312,-1,RUBENS BUENO,
-1,55,-1,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,946503,ATIVADO,N/A,N/A,11-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DESENVOLVIMENTO URBANO E TRÂNSITO,SAÚDE",N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 317/2015,N/A,111,MARCO ANTONIO NEVES CABRAL,PL,1,02-02-2015,5310700,,N/A,TipoParlamentar_10000,-1,31-01-2019,PMDB,1,01-02-2015,317,-1,MARCO ANTÔNIO CABRAL,
-1,55,-1,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,946505,ATIVADO,N/A,N/A,11-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO E DEFESA DO CONSUMIDOR,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 319/2015,N/A,111,MARCO ANTONIO NEVES CABRAL,PL,1,02-02-2015,5310700,,N/A,TipoParlamentar_10000,-1,31-01-2019,PMDB,1,01-02-2015,319,-1,MARCO ANTÔNIO CABRAL,
-1,55,-1,PARTIDO REPUBLICANO BRASILEIRO,,MARANHÃO,PROJETO DE LEI,PROJETO DE LEI,-1,MA,,946442,ATIVADO,N/A,N/A,10-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 299/2015,N/A,199,CLEBER VERDE CORDEIRO MENDES,PL,1,02-02-2015,5310455,,N/A,TipoParlamentar_10000,-1,31-01-2019,PRB,1,01-02-2015,299,-1,CLEBER VERDE,
-1,55,-1,PARTIDO COMUNISTA DO BRASIL,,BAHIA,PROJETO DE LEI,PROJETO DE LEI,-1,BA,,961504,ATIVADO,N/A,N/A,03-03-2015,DEPUTADO,F,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 547/2015,N/A,99,ALICE MAZZUCO PORTUGAL,PL,1,02-02-2015,5310470,,N/A,TipoParlamentar_10000,-1,31-01-2019,PCDOB,1,01-02-2015,547,-1,ALICE PORTUGAL,
-1,55,-1,PARTIDO SOCIAL DEMOCRÁTICO,,PARAÍBA,PROJETO DE LEI,PROJETO DE LEI,-1,PB,,946599,ATIVADO,N/A,N/A,11-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITO E DEFESA DO CONSUMIDOR,INDÚSTRIA, COMÉRCIO E ABASTECIMENTO",N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 341/2015,N/A,127,RÔMULO JOSÉ DE GOUVEIA,PL,1,02-02-2015,5310776,,N/A,TipoParlamentar_10000,-1,31-01-2019,PSD,1,01-02-2015,341,-1,RÔMULO GOUVEIA,
-1,55,-1,PARTIDO VERDE,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,955598,ATIVADO,N/A,N/A,03-03-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 540/2015,N/A,140,WILLIAM BOSS WOO,PL,1,02-02-2015,5310825,,N/A,TipoParlamentar_10000,-1,31-01-2019,PV,1,01-02-2015,540,-1,WILLIAM WOO,
-1,55,-1,PARTIDO COMUNISTA DO BRASIL,,BAHIA,PROJETO DE LEI,PROJETO DE LEI,-1,BA,,961505,ATIVADO,N/A,N/A,03-03-2015,DEPUTADO,F,-1,10000,N/A,Ordinária,,,SAÚDE,N/A,,2015,NORDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 548/2015,N/A,99,ALICE MAZZUCO PORTUGAL,PL,1,02-02-2015,5310470,,N/A,TipoParlamentar_10000,-1,31-01-2019,PCDOB,1,01-02-2015,548,-1,ALICE PORTUGAL,
-1,55,-1,PARTIDO REPUBLICANO BRASILEIRO,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,961531,ATIVADO,N/A,N/A,04-03-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SISTEMA FINANCEIRO,N/A,,2015,SUL,,1,,22-12-2015,N/A,,DEPUTADO,PL 558/2015,N/A,199,ANTONIO CARLOS GOMES DA SILVA,PL,1,02-02-2015,5310302,,N/A,TipoParlamentar_10000,-1,31-01-2019,PRB,1,01-02-2015,558,-1,CARLOS GOMES,
-1,55,-1,PARTIDO DA REPÚBLICA,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,946617,ATIVADO,N/A,N/A,11-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"SEGURANÇA PÚBLICA,TRIBUTAÇÃO",N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 344/2015,N/A,168,JOSE AUGUSTO ROSA,PL,1,02-02-2015,5310434,,N/A,TipoParlamentar_10000,-1,31-01-2019,PR,1,01-02-2015,344,-1,CAPITÃO AUGUSTO,
-1,55,-1,PARTIDO DEMOCRÁTICO TRABALHISTA,,ESPÍRITO SANTO,PROJETO DE LEI,PROJETO DE LEI,-1,ES,,944311,ATIVADO,N/A,N/A,02-02-2015,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO PENAL E PROCESSUAL PENAL,N/A,,2015,SUDESTE,,1,,22-12-2015,N/A,,DEPUTADO,PL 45/2015,N/A,104,ANTONIO SERGIO ALVES VIDIGAL,PL,1,02-02-2015,5310682,,N/A,TipoParlamentar_10000,-1,31-01-2019,PDT,1,01-02-2015,45,-1,SERGIO VIDIGAL,
